town,buffer,metric,sen_slope_per_decade,qcat,p_upper,p_lower,p_two,baseline_mean,early_mean,late_mean,delta_late_minus_early,question,stressor,survey_col,question_text
Juliaetta,none,durtmaxgt90th,0,Q4,0.5315,0.4685,0.937,2.3,1.4,2.9,1.5,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Kendrick,10mibuffer,durtmaxgt90th,0,Q4,0.4905,0.5095,0.981,2.8333333333333335,1.4,3.7,2.3000000000000003,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Kendrick,none,durtmaxgt90th,0,Q4,0.4905,0.5095,0.981,2.7666666666666666,1.4,2.9,1.5,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Bovill,10mibuffer,gslength,1.5384615384615385,Q5,0.4095,0.5905,0.819,77.7,85.7,51.1,-34.6,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Bovill,none,gslength,0,Q4,0.4905,0.5095,0.981,68.43333333333334,90,34.8,-55.2,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Deary,10mibuffer,gslength,0,Q4,0.4905,0.5095,0.981,69.53333333333333,90.3,36.1,-54.199999999999996,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Deary,none,gslength,-0.23809523809523808,Q4,0.499,0.501,0.998,67.53333333333333,87,35,-52,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
ElkRiver,10mibuffer,gslength,-0.8823529411764707,Q4,0.532,0.468,0.936,63.666666666666664,85,28.4,-56.6,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
ElkRiver,none,gslength,0,Q4,0.4905,0.5095,0.981,70.9,85.8,30.8,-55,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Juliaetta,10mibuffer,gslength,0,Q4,0.4905,0.5095,0.981,23.966666666666665,41.3,22.3,-18.999999999999996,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Juliaetta,none,gslength,0,Q4,0.4905,0.5095,0.981,19.333333333333332,27.3,22.3,-5,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Kendrick,10mibuffer,gslength,0,Q4,0.4905,0.5095,0.981,33.333333333333336,72.6,21.8,-50.8,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
Kendrick,none,gslength,0,Q4,0.4905,0.5095,0.981,23.966666666666665,41.3,22.4,-18.9,H6,Heat,ID11,Do heat conditions last shorter or longer than you remember?
